Kracht (N);Uitrekking (mm)
32505.8;7.225
32507.933;7.226
32510.2;7.228
32512.867;7.229
32515.4;7.23
32517.4;7.231
32519.333;7.233
32522.733;7.234
32526.067;7.235
32527.733;7.237
32530.267;7.238
32532.933;7.239
32534.667;7.24
32537.867;7.241
32540.2;7.243
32543.067;7.244
32546;7.245
32547.6;7.246
32550.8;7.248
32552.533;7.249
32555.067;7.25
32556.733;7.251
32558.933;7.253
32560.533;7.254
32563.333;7.255
32565;7.256
32566.933;7.258
32569.6;7.259
32570.867;7.26
32574.333;7.261
32576.667;7.263
32577.933;7.264
32580.267;7.265
32582.933;7.266
32586.4;7.268
32588.2;7.269
32590.4;7.27
32592.667;7.271
32595.2;7.273
32597.733;7.274
32599.267;7.275
32602;7.276
32604;7.278
32606.667;7.279
32608.133;7.28
32611.067;7.281
32612.667;7.283
32615;7.284
32617.2;7.285
32619.333;7.286
32622.867;7.288
32625.4;7.289
32626.867;7.29
32628.2;7.291
32631.067;7.293
32635.2;7.294
32636.267;7.295
32637.733;7.296
32640.267;7.298
32643.6;7.299
32645.6;7.3
32647;7.301
32649.133;7.303
32651.133;7.304
32653.133;7.305
32654;7.306
32656.867;7.308
32659.933;7.309
32663.067;7.31
32665.4;7.311
32667.733;7.313
32669.267;7.314
32672.6;7.315
32676.2;7.316
32678.333;7.318
32680;7.319
32683.133;7.32
32685.267;7.321
32686;7.323
32687.467;7.324
32691.8;7.325
32694.4;7.326
32696.133;7.328
32698.333;7.329
32700.933;7.33
32703.467;7.331
32706.267;7.333
32707.933;7.334
32709.667;7.335
32711.533;7.336
32714.533;7.338
32718.333;7.339
32720.133;7.34
32722.933;7.341
32725.467;7.343
32728.2;7.344
32729.4;7.345
32731.4;7.346
32734.267;7.348
32737.6;7.349
32739.933;7.35
32741.8;7.351
32743.8;7.353
32747.467;7.354
32749.467;7.355
32752.6;7.356
32754.467;7.358
32758;7.359
32761.2;7.36
32763.4;7.362
32765.067;7.363
32766.867;7.364
32770.333;7.365
32771.733;7.366
32774;7.368
32776.2;7.369
32779.333;7.37
32781.867;7.371
32783.667;7.373
32785.133;7.374
32788.133;7.375
32791.6;7.376
32793;7.378
32793.4;7.379
32797.2;7.38
32800.467;7.381
32802.067;7.383
32803.533;7.384
32806.2;7.385
32809.4;7.386
32811.133;7.388
32812.267;7.389
32814.933;7.39
32818.933;7.391
32821.333;7.393
32822.867;7.394
32825.4;7.395
32827.533;7.396
32830.8;7.398
32833.533;7.399
32835.6;7.4
32838;7.401
32841.667;7.403
32845.667;7.404
32847.6;7.405
32849.667;7.406
32853.333;7.408
32855.267;7.409
32857.667;7.41
32859.733;7.411
32863.667;7.413
32866.267;7.414
32867.867;7.415
32869.667;7.416
32872.067;7.418
32874.867;7.419
32876.933;7.42
32878.733;7.421
32882.267;7.423
32884.867;7.424
32886;7.425
32888.4;7.426
32890.6;7.428
32892.8;7.429
32895.267;7.43
32897.733;7.431
32899.067;7.433
32901.333;7.434
32904.467;7.435
32906.8;7.436
32908.067;7.438
32909.067;7.439
32911.467;7.44
32915.067;7.441
32915.733;7.443
32917.733;7.444
32920.333;7.445
32922.2;7.447
32923.933;7.448
32925.4;7.449
32927.6;7.45
32929.8;7.451
32933.4;7.453
32935.067;7.454
32936.6;7.455
32938.533;7.456
32940.6;7.458
32943.867;7.459
32946.733;7.46
32948.2;7.461
32950.533;7.463
32953.133;7.464
32955.467;7.465
32957;7.466
32958.933;7.468
32961.533;7.469
32964.667;7.47
32966.867;7.471
32968.467;7.473
32973.333;7.474
32975.667;7.475
32977.733;7.476
32980.733;7.478
32983.4;7.479
32985.8;7.48
32988.867;7.481
32991.867;7.483
32993.6;7.484
32995.867;7.485
32999;7.486
33001.467;7.488
33003.8;7.489
33005.333;7.49
33008.267;7.492
33010.933;7.493
33013.067;7.494
33014.4;7.495
33018;7.496
33019.333;7.498
33022.667;7.499
33025.867;7.5
33027.6;7.501
33029.467;7.503
33032;7.504
33034.4;7.505
33035.8;7.506
33037.133;7.508
33038.667;7.509
33041.4;7.51
33043.667;7.511
33044.8;7.513
33046.533;7.514
33049;7.515
33051.533;7.516
33053.133;7.518
33054.733;7.519
33058.2;7.52
33060.333;7.521
33060.933;7.523
33062.267;7.524
33064.133;7.525
33067.467;7.526
33068;7.528
33069.733;7.529
33072.733;7.53
33075.733;7.531
33077.867;7.533
33079.867;7.534
33082.2;7.535
33084.667;7.536
33086.067;7.538
33088.133;7.539
33090.467;7.54
33092.467;7.541
33095.267;7.543
33097;7.544
33098.933;7.545
33101.267;7.546
33104.933;7.548
33105.067;7.549
33107.067;7.55
33108.933;7.551
33112.733;7.553
33114.2;7.554
33115.467;7.555
33117.733;7.556
33121.333;7.558
33124;7.559
33126.133;7.56
33127.6;7.561
33131.667;7.563
33132.933;7.564
33133.867;7.565
33135.867;7.566
33138.067;7.568
33139.667;7.569
33140.533;7.57
33143.067;7.571
33145.067;7.573
33148.2;7.574
33150.4;7.575
33151.8;7.576
33153.4;7.578
33156.533;7.579
33159.8;7.58
33161.267;7.581
33161.933;7.583
33165.2;7.584
33167.6;7.585
33169.4;7.586
33170.8;7.588
33172.933;7.589
33174.933;7.59
33178.467;7.591
33180.2;7.593
33181.733;7.594
33183.667;7.595
33186.533;7.596
33188.2;7.598
33190.467;7.599
33192.667;7.6
33195.133;7.601
33197.933;7.603
33199.667;7.604
33201.4;7.605
33204.2;7.606
33206.867;7.608
33208.267;7.609
33209.333;7.61
33211.8;7.611
33214.8;7.613
33216.133;7.614
33217.867;7.615
33220.8;7.616
33225;7.618
33227.267;7.619
33229.067;7.62
33232.533;7.621
33235.467;7.623
33237.6;7.624
33240.467;7.625
33242.267;7.626
33243.933;7.628
33247.8;7.629
33250.867;7.63
33252.6;7.631
33254.467;7.633
33257.333;7.634
33260.333;7.635
33262.267;7.636
33263.4;7.638
33265.067;7.639
33268.6;7.64
33270.667;7.641
33272.467;7.643
33274.667;7.644
33277.6;7.645
33280.067;7.646
33282.667;7.648
33285.2;7.649
33287.467;7.65
33289.333;7.651
33290.667;7.653
33292.867;7.654
33295.067;7.655
33297.6;7.656
33299.467;7.658
33301.2;7.659
33302.267;7.66
33305.467;7.661
33308.267;7.663
33309.6;7.664
33311.2;7.665
33313.067;7.666
33314.867;7.668
33317.533;7.669
33320.067;7.67
33321.067;7.671
33322.4;7.673
33324.933;7.674
33327;7.675
33328.4;7.676
33330.533;7.678
33333.6;7.679
33336.067;7.68
33337.2;7.681
33338.733;7.683
33340.267;7.684
33343.6;7.685
33344.267;7.686
33345.6;7.688
33347.333;7.689
33350.667;7.69
33352.467;7.691
33354.333;7.693
33356.467;7.694
33358.8;7.695
33361.733;7.696
33364.133;7.698
33365.8;7.699
33367.133;7.7
33371.267;7.701
33373.333;7.703
33376.133;7.704
33378.4;7.705
33382.2;7.706
33385.867;7.708
33388.4;7.709
33390.467;7.71
33394.067;7.711
33395.667;7.713
33397.067;7.714
33398.133;7.715
33401;7.716
33403.2;7.718
33403.933;7.719
33405.133;7.72
33409.133;7.721
33411.067;7.723
33412.267;7.724
33413.733;7.725
33417.267;7.726
33419.333;7.728
33421.067;7.729
33423.333;7.73
33425.867;7.731
33426.867;7.733
33429.133;7.734
33430.933;7.735
33433.267;7.736
33435.733;7.738
33437.2;7.739
33437.467;7.74
33439.2;7.741
33442;7.743
33444.867;7.744
33446.8;7.745
33448.667;7.746
33449.867;7.748
33453.467;7.749
33456.2;7.75
33457.6;7.751
33459.867;7.753
33464.067;7.754
33467.8;7.755
33468.8;7.756
33471.2;7.758
33474.4;7.759
33475.6;7.76
33477.667;7.761
33479.667;7.763
33482.733;7.764
33483.8;7.765
33486.267;7.766
33489.267;7.768
33491.6;7.769
33493.4;7.77
33495.667;7.771
33497.8;7.773
33500.733;7.774
33503.067;7.775
33504.8;7.776
33505.8;7.778
33507.333;7.779
33509.267;7.78
33511.8;7.781
33514.4;7.783
33516.133;7.784
33518.4;7.785
33521.6;7.786
33523.6;7.788
33524.6;7.789
33526;7.79
33528.533;7.791
33531.667;7.793
33533.267;7.794
33535.267;7.795
33537.733;7.796
33539.133;7.798
33541.667;7.799
33545.133;7.8
33546.933;7.801
33547.867;7.803
33550.867;7.804
33554.667;7.805
33555.733;7.806
33557;7.808
33559.133;7.809
33563.133;7.81
33565.467;7.811
33568.133;7.813
33570.6;7.814
33573.067;7.815
33574.467;7.816
33575.333;7.818
33579;7.819
33580.267;7.82
33581.733;7.821
33584.333;7.823
33586.333;7.824
33589.533;7.825
33592.667;7.826
33593.467;7.828
33595;7.829
33597.467;7.83
33601.067;7.831
33602.733;7.833
33604.867;7.834
33606.2;7.835
33609.933;7.836
33611.8;7.838
33613.933;7.839
33616.4;7.84
33618.6;7.841
33620.867;7.843
33621.133;7.844
33623.8;7.845
33625.8;7.846
33627;7.848
33628.267;7.849
33632;7.85
33634.267;7.851
33635.667;7.853
33638;7.854
33640.6;7.855
33641.867;7.856
33644.467;7.858
33646.333;7.859
33647.467;7.86
33650.333;7.861
33652.467;7.863
33655.267;7.864
33655.867;7.865
33658.467;7.866
33660.2;7.868
33662.733;7.869
33665.333;7.87
33668.133;7.871
33668.733;7.873
33669.267;7.874
33671.467;7.875
33674.333;7.876
33677.2;7.878
33679.8;7.879
33681.333;7.88
33683.133;7.881
33685.733;7.883
33689.333;7.884
33692.333;7.885
33693.133;7.886
33694.6;7.888
33696.6;7.889
33698.267;7.89
33700.6;7.891
33702.733;7.893
33705;7.894
33707.333;7.895
33709.8;7.896
33711.467;7.898
33713.333;7.899
33715.933;7.9
33717.933;7.901
33720.133;7.903
33721.6;7.904
33723.333;7.905
33725.467;7.906
33727.467;7.908
33730.067;7.909
33732.867;7.91
33734.733;7.911
33736.933;7.913
33738.933;7.914
33741.2;7.915
33744.6;7.916
33747.2;7.918
33748.8;7.919
33749.667;7.92
33751.8;7.921
33755.067;7.923
33758.667;7.924
33760;7.925
33761.4;7.926
33763.4;7.928
33766.333;7.929
33767.733;7.93
33768.467;7.931
33771;7.933
33773.6;7.934
33775.667;7.935
33778;7.936
33780.4;7.938
33783.2;7.939
33785.867;7.94
33787.667;7.941
33789.267;7.943
33792.333;7.944
33794.467;7.945
33796.533;7.946
33798.2;7.948
33799.667;7.949
33802.133;7.95
33803.533;7.951
33804.8;7.953
33807.533;7.954
33810.8;7.955
33812.733;7.957
33815.333;7.958
33817.2;7.959
33819.4;7.96
33822.2;7.961
33823.467;7.963
33824.533;7.964
33828.267;7.965
33830;7.966
33831.133;7.968
33832.933;7.969
33834.6;7.97
33836.067;7.971
33836.133;7.973
33838.133;7.974
33839.933;7.975
33842.467;7.976
33843.333;7.978
33845.4;7.979
33847.933;7.98
33850.6;7.981
33852.2;7.983
33853.667;7.984
33856.6;7.985
33858.933;7.986
33860.333;7.988
33861.333;7.989
33863.133;7.99
33864.067;7.991
33866.467;7.993
33868.067;7.994
33870.2;7.995
33871.933;7.996
33875;7.998
33877.933;7.999
33878.933;8
33881.2;8.001
33883.4;8.003
33886.8;8.004
33888.667;8.005
33891.2;8.007
33893.533;8.008
33896.6;8.009
33898.267;8.01
33899.133;8.011
33901.267;8.013
33903.667;8.014
33905.133;8.015
33906.467;8.017
33908.933;8.018
33911.467;8.019
33912.867;8.02
33914.667;8.021
33917.6;8.023
33920.4;8.024
33923;8.025
33925.933;8.026
33926.467;8.028
33928.4;8.029
33931.333;8.03
33933.133;8.031
33935.8;8.033
33938.2;8.034
33940.133;8.035
33942.6;8.036
33945.467;8.038
33946.467;8.039
33947.667;8.04
33948.867;8.041
33952.2;8.043
33953.6;8.044
33955.667;8.045
33957.467;8.046
33960.133;8.048
33961.667;8.049
33963.333;8.05
33965.267;8.051
33967.733;8.053
33970.4;8.054
33972.6;8.055
33974.067;8.056
33977.6;8.058
33979.333;8.059
33980.667;8.06
33982.2;8.061
33985;8.063
33987;8.064
33989.2;8.065
33990.867;8.066
33992.867;8.068
33995.333;8.069
33996.4;8.07
33997.8;8.071
33999.467;8.073
34001.8;8.074
34004.533;8.075
34006.8;8.076
34008.867;8.078
34011.333;8.079
34013.067;8.08
34014.867;8.081
34017.533;8.083
34019.467;8.084
34021.267;8.085
34022.867;8.086
34024.933;8.088
34025.733;8.089
34027.067;8.09
34029.933;8.091
34032.267;8.093
34035.267;8.094
34036.733;8.095
34039.8;8.096
34041.4;8.098
34043.467;8.099
34046.467;8.1
34047.933;8.101
34049.4;8.103
34052.533;8.104
34056.067;8.105
34057.533;8.106
34059.467;8.108
34061;8.109
34063.133;8.11
34066;8.111
34067;8.113
34069.267;8.114
34072.533;8.115
34075.333;8.116
34076.467;8.118
34078.2;8.119
34080.067;8.12
34083.067;8.121
34085.733;8.123
34087.333;8.124
34089.6;8.125
34092;8.126
34093.333;8.128
34094.667;8.129
34096.467;8.13
34099.4;8.131
34101.2;8.133
34103.8;8.134
34104.4;8.135
34106.4;8.136
34108.867;8.138
34110.533;8.139
34112.333;8.14
34114.067;8.141
34115.933;8.143
34118.267;8.144
34119.867;8.145
34121.267;8.146
34124;8.148
34126;8.149
34127.733;8.15
34129.267;8.151
34130.867;8.153
34134.667;8.154
34136.4;8.155
34137.867;8.156
34140.333;8.158
34143;8.159
34144.667;8.16
34146.533;8.161
34148.467;8.163
34151;8.164
34153.2;8.165
34154.533;8.166
34156.467;8.168
34159.6;8.169
34162.8;8.17
34165;8.171
34166.4;8.173
34168.8;8.174
34171.067;8.175
34173.133;8.176
34175.333;8.178
34177.8;8.179
34180.933;8.18
34183.267;8.181
34184.067;8.183
34186;8.184
34190.067;8.185
34191.6;8.186
34193.067;8.188
34194.533;8.189
34197.4;8.19
34199.133;8.191
34201.6;8.193
34203.867;8.194
34205.267;8.195
34206.733;8.196
34210.067;8.198
34212;8.199
34213.533;8.2
34215.6;8.201
34217.067;8.203
34218.133;8.204
34219;8.205
34221.933;8.206
34223.067;8.208
34225.733;8.209
34227.267;8.21
34228.667;8.211
34231.667;8.213
34231.867;8.214
34233.333;8.215
34235.133;8.216
34238.067;8.218
34239.8;8.219
34242.133;8.22
34245.6;8.221
34247.267;8.223
34249.6;8.224
34252.2;8.225
34253.667;8.226
34255.6;8.228
34257.867;8.229
34260.267;8.23
34261.2;8.231
34262.333;8.233
34264.133;8.234
34265.4;8.235
34267.8;8.236
34269.533;8.238
34271.867;8.239
34274.467;8.24
34274.933;8.241
34276.8;8.243
34278.867;8.244
34280.8;8.245
34282.8;8.246
34284.8;8.248
34287.333;8.249
34289.8;8.25
34292.067;8.251
34292.867;8.253
34293.8;8.254
34294.733;8.255
34296.6;8.256
34298.667;8.258
34299.933;8.259
34302.333;8.26
34303.933;8.261
34305.867;8.263
34307.733;8.264
34309;8.265
34312.267;8.266
34315.533;8.268
34317.333;8.269
34318.667;8.27
34321.467;8.271
34324.6;8.273
34326.467;8.274
34328.6;8.275
34331.2;8.276
34333.067;8.278
34335.4;8.279
34338.4;8.28
34339.733;8.281
34340.8;8.283
34343;8.284
34345.533;8.285
34347.267;8.286
34349.267;8.288
34352.267;8.289
34356.733;8.29
34357.533;8.291
34359.133;8.293
34361.333;8.294
34364.2;8.295
34366.267;8.296
34368.6;8.298
34370.6;8.299
34371.533;8.3
34373.667;8.301
34375.4;8.303
34378.4;8.304
34380;8.305
34381.533;8.306
34382.933;8.308
34386;8.309
34387.067;8.31
34389.2;8.311
34390.733;8.313
34393.4;8.314
34395;8.315
34396.467;8.316
34398.533;8.318
34400.533;8.319
34402.4;8.32
34404.067;8.321
34405.467;8.323
34406.933;8.324
34409;8.325
34411.867;8.326
34413.4;8.328
34414.867;8.329
34416.733;8.33
34419.333;8.331
34420.267;8.333
34421.867;8.334
34424.4;8.335
34427.4;8.336
34427.867;8.338
34428.867;8.339
34430.933;8.34
34434;8.341
34435.733;8.343
34436.867;8.344
34440.2;8.345
34442.2;8.346
34445.533;8.348
34447.733;8.349
34448.6;8.35
34450.267;8.351
34453.333;8.353
34455.133;8.354
34456.667;8.355
34457.667;8.356
34459.933;8.358
34463.267;8.359
34463.933;8.36
34465.867;8.361
34469.2;8.363
34471.4;8.364
34472.733;8.365
34474.933;8.366
34477.667;8.368
34479.133;8.369
34480.467;8.37
34483.067;8.371
34485.8;8.373
34487.333;8.374
34489.733;8.375
34493;8.376
34494.8;8.378
34496.2;8.379
34498.8;8.38
34500.6;8.381
34501.933;8.383
34503.2;8.384
34505.933;8.385
34507.267;8.386
34509.6;8.388
34511.4;8.389
34513.267;8.39
34514.4;8.391
34516.467;8.393
34519;8.394
34520.467;8.395
34521.6;8.396
34522.267;8.398
34524.4;8.399
34527.133;8.4
34528.267;8.401
34529.8;8.403
34532;8.404
34534.133;8.405
34534.8;8.406
34536.133;8.408
34539.133;8.409
34540.6;8.41
34541.933;8.411
34544.333;8.413
34545.933;8.414
34547.467;8.415
34549.2;8.416
34552.667;8.418
34554.467;8.419
34557;8.42
34559.133;8.421
34561.8;8.423
34564.133;8.424
34566.467;8.425
34569.733;8.426
34571.467;8.428
34572.867;8.429
34575.867;8.43
34578.533;8.431
34580.667;8.433
34583;8.434
34585.333;8.435
34586.2;8.436
34588.067;8.438
34590.133;8.439
34592;8.44
34594.8;8.441
34596.4;8.443
34598.467;8.444
34601.8;8.445
34602.867;8.446
34604.133;8.448
34606.667;8.449
34609.067;8.45
34610;8.451
34612;8.453
34613.467;8.454
34615.733;8.455
34616.733;8.456
34618.067;8.458
34619.6;8.459
34622.4;8.46
34624.533;8.461
34626.133;8.463
34628;8.464
34630.2;8.465
34632;8.466
34633.733;8.468
34635.333;8.469
34637.667;8.47
34641.467;8.471
34643.4;8.473
34644.733;8.474
34646.467;8.475
34649.133;8.476
34651.8;8.478
34654.067;8.479
34655.333;8.48
34657.733;8.481
34659.667;8.483
34662.267;8.484
34664.467;8.485
34665.667;8.486
34666.467;8.488
34667.667;8.489
34670.267;8.49
34671.867;8.491
34673.133;8.493
34675.8;8.494
34677.467;8.495
34679.8;8.496
34682.667;8.498
34684.4;8.499
34685.933;8.5
34689.133;8.501
34690.067;8.503
34691.467;8.504
34692.733;8.505
34695.667;8.506
34698.733;8.508
34700;8.509
34702.133;8.51
34704.133;8.511
34706.867;8.513
34709;8.514
34710.533;8.515
34712.667;8.516
34714.267;8.518
34715.8;8.519
34717.867;8.52
34720.8;8.521
34722.4;8.523
34724.867;8.524
34726.333;8.525
34728.6;8.526
34730.067;8.528
34731.133;8.529
34732.733;8.53
34734.8;8.531
34737.133;8.533
34738.667;8.534
34739.867;8.535
34741.133;8.536
34744;8.538
34745.467;8.539
34746.6;8.54
34747;8.541
34749.333;8.543
34750.733;8.544
34751.733;8.545
34753.333;8.546
34754.533;8.548
34755.933;8.549
34757.4;8.55
34758.467;8.551
34761;8.553
34763.533;8.554
34764.467;8.555
34765.4;8.556
34767.067;8.558
34770.667;8.559
34772.8;8.56
34773.533;8.561
34775.467;8.563
34778.4;8.564
34780.667;8.565
34781.133;8.566
34782.667;8.568
34785.333;8.569
34788.533;8.57
34790;8.571
34791.333;8.573
34794.2;8.574
34796.8;8.575
34798.8;8.576
34800.4;8.578
34802.867;8.579
34806;8.58
34808.467;8.581
34809.733;8.583
34811.467;8.584
34815.4;8.585
34818.667;8.586
34819.867;8.588
34820.733;8.589
34823;8.59
34826.333;8.591
34827.533;8.593
34828.2;8.594
34830.667;8.595
34833.867;8.596
34835.8;8.598
34838.533;8.599
34839.133;8.6
34841.8;8.601
34844.733;8.603
34846.267;8.604
34846.933;8.605
34849;8.606
34850.333;8.608
34853.2;8.609
34855.467;8.61
34857.4;8.611
34858.2;8.613
34859.867;8.614
34861.933;8.615
34864;8.616
34865.733;8.618
34867.067;8.619
34867.867;8.62
34869.067;8.621
34871.467;8.623
34873.867;8.624
34875.2;8.625
34877.133;8.626
34880.2;8.628
34882.467;8.629
34883.4;8.63
34885.533;8.631
34887.133;8.633
34889.267;8.634
34891.8;8.635
34892.133;8.636
34893.067;8.638
34895.8;8.639
34898.133;8.64
34900;8.641
34901.733;8.643
34903.067;8.644
34905.467;8.645
34906.667;8.646
34908.867;8.648
34910.067;8.649
34912.533;8.65
34913.533;8.651
34915.667;8.653
34917.333;8.654
34920.067;8.655
34922.467;8.656
34925.067;8.658
34925.8;8.659
34927.467;8.66
34928.867;8.661
34931.4;8.663
34932.533;8.664
34934.667;8.665
34936.267;8.666
34938.933;8.668
34939.867;8.669
34940.8;8.67
34943.6;8.671
34945.667;8.673
34948.467;8.674
34949.4;8.675
34951.533;8.676
34953.6;8.678
34955.267;8.679
34956.467;8.68
34958.467;8.681
34960.2;8.683
34962.533;8.684
34963.8;8.685
34965.467;8.686
34967.933;8.688
34969.933;8.689
34970;8.69
34971.667;8.691
34973.2;8.693
34975.933;8.694
34976.6;8.695
34978.733;8.696
34980.2;8.698
34981.533;8.699
34982.467;8.7
34984.2;8.701
34985.667;8.703
34989.4;8.704
34990.2;8.705
34991.467;8.706
34993.667;8.707
34994.933;8.709
34996;8.71
34997.733;8.711
35000.067;8.713
35002.667;8.714
35004.133;8.715
35006.667;8.716
35008.6;8.717
35009.933;8.719
35012.267;8.72
35014.933;8.721
35015.467;8.723
35016.8;8.724
35019.8;8.725
35021.8;8.726
35024;8.728
35026.067;8.729
35028.267;8.73
35030.6;8.731
35031.4;8.733
35034.2;8.734
35036.667;8.735
35037.6;8.736
35039.267;8.738
35041.6;8.739
35043.8;8.74
35046;8.741
35049.267;8.743
35051.867;8.744
35053.867;8.745
35055.733;8.746
35057.667;8.748
35059.8;8.749
35062.2;8.75
35063.4;8.751
35064.933;8.752
35068.133;8.754
35069.4;8.755
35070.467;8.756
35073;8.758
35074.733;8.759
